map,opportunity_districts,proportional_opportunities,coalition_districts,proportional_coalitions,minority,alt_opportunity_districts,alt_coalition_districts,minority_alt
001085000,0.758700,5,6.832700,5,58,0.970200,8.567600,60
001087500,1.581500,5,5.904800,5,66,1.913000,7.378200,69
001090000,0.000000,5,6.656000,5,50,1.609000,7.794900,66
001092500,0.756100,5,5.706600,5,58,1.093200,8.229200,61
001095000,0.000000,5,7.610500,5,50,1.065600,8.528600,60
001097500,0.000000,5,7.511900,5,50,0.790200,8.501900,58
001100000,1.641200,5,6.586500,5,66,1.873200,7.397700,68
001102500,0.805700,5,7.225700,5,58,0.943500,9.327300,60
001105000,0.754800,5,7.532000,5,58,1.031700,8.579200,60
001107500,0.000000,5,7.450800,5,50,0.956900,7.914900,60
001110000,0.000000,5,6.553000,5,50,0.538600,7.805700,56
001112500,0.000000,5,8.424800,5,50,0.599100,8.676900,56
001115000,0.000000,5,7.343400,5,50,1.071100,8.595700,60
001117500,0.000000,5,7.544700,5,50,0.959800,8.447200,60
001120000,0.000000,5,6.803400,5,50,1.249600,8.235100,62
001122500,0.000000,5,7.661200,5,50,0.746500,8.212000,58
001125000,0.000000,5,6.558300,5,50,1.220700,8.148300,62
001127500,0.000000,5,6.791600,5,50,0.984700,8.260400,60
001130000,0.930900,5,6.769600,5,60,1.502800,8.196900,65
001132500,0.000000,5,7.498800,5,50,1.086000,8.368400,61
001135000,0.732600,5,7.577200,5,58,1.060300,8.098800,60
001137500,0.000000,5,8.969500,5,50,0.563100,9.677700,56
001140000,0.000000,5,8.412900,5,50,0.569300,8.741900,56
001142500,0.000000,5,8.429200,5,50,0.913900,8.513700,59
001145000,0.858700,5,6.462900,5,58,2.066400,7.279800,70
001147500,0.825500,5,6.449200,5,58,1.593600,8.205600,66
001150000,0.000000,5,6.609600,5,50,1.095700,7.397000,61
001152500,0.000000,5,6.864600,5,50,1.125900,7.929400,62
001155000,0.000000,5,8.424300,5,50,0.667400,9.317300,56
001157500,0.000000,5,6.864500,5,50,0.914800,8.874500,59
001160000,0.000000,5,8.199300,5,50,0.411600,9.566300,54
001162500,0.000000,5,6.613600,5,50,0.711800,8.604800,57
001165000,0.935600,5,6.872100,5,60,1.089500,8.509800,61
001167500,0.000000,5,8.618800,5,50,0.731500,9.069800,58
001170000,0.000000,5,8.104300,5,50,0.665300,9.561000,56
001172500,1.689900,5,5.856500,5,67,2.076400,7.763200,71
001175000,0.892400,5,6.873600,5,59,1.275500,8.176100,63
001177500,0.000000,5,7.577200,5,50,0.904700,9.011900,59
001180000,0.000000,5,6.519200,5,50,0.554600,8.477200,56
001182500,0.000000,5,7.830900,5,50,1.075000,8.469700,61
001185000,0.774700,5,8.278700,5,58,1.071600,8.697200,60
001187500,0.000000,5,7.722300,5,50,0.733400,8.768100,58
001190000,0.703100,5,6.702600,5,57,0.953800,8.879400,60
001192500,0.000000,5,6.761800,5,50,1.441700,7.998800,64
001195000,0.000000,5,5.771100,5,50,1.028000,7.826200,60
001197500,0.000000,5,6.579100,5,50,1.412300,7.737900,64
001200000,0.000000,5,6.837200,5,50,0.604100,8.554800,56
001202500,0.000000,5,6.712500,5,50,0.643000,8.405300,56
001205000,0.000000,5,8.245800,5,50,0.826600,8.410600,58
001207500,0.746000,5,5.760200,5,58,1.443500,7.645400,64
001210000,0.000000,5,8.469200,5,50,0.530000,8.652800,56
001212500,0.000000,5,6.524200,5,50,1.281000,8.064000,63
001215000,0.000000,5,7.657200,5,50,0.842300,8.026900,58
001217500,0.000000,5,6.733400,5,50,0.986800,8.581300,60
001220000,0.000000,5,7.337100,5,50,0.478500,8.881800,55
001222500,0.691800,5,7.829500,5,57,0.936200,8.448300,60
001225000,0.000000,5,7.505800,5,50,0.915500,8.479600,59
001227500,0.838100,5,5.944300,5,58,1.307400,7.898700,63
001230000,0.794100,5,6.692200,5,58,0.903800,8.486600,59
001232500,0.000000,5,7.229900,5,50,1.078300,7.914400,61
001235000,0.856600,5,6.712100,5,58,1.308500,8.191800,63
001237500,0.000000,5,8.255200,5,50,0.404600,8.821300,54
001240000,0.000000,5,5.802700,5,50,0.993500,8.386400,60
001242500,0.000000,5,6.923500,5,50,0.947900,8.430000,60
001245000,0.000000,5,7.477500,5,50,0.986400,8.442600,60
001247500,0.000000,5,7.463800,5,50,1.213700,8.514400,62
001250000,0.726300,5,7.372500,5,58,0.856400,9.112900,58
001252500,0.000000,5,7.806100,5,50,1.022000,8.421300,60
001255000,0.000000,5,7.380300,5,50,1.483900,8.307500,65
001257500,0.000000,5,8.326400,5,50,1.055300,8.432700,60
001260000,0.000000,5,7.700800,5,50,1.119900,8.302200,61
001262500,0.000000,5,7.597900,5,50,0.702700,8.418600,57
001265000,0.000000,5,5.938600,5,50,1.393400,7.580500,64
001267500,0.860100,5,9.037700,5,58,0.943600,9.069400,60
001270000,0.000000,5,7.627100,5,50,0.844100,8.482000,58
001272500,0.778300,5,7.640200,5,58,1.100100,8.210800,61
001275000,0.804700,5,6.685800,5,58,1.184000,8.484100,62
001277500,0.000000,5,7.707900,5,50,0.726900,8.588400,58
001280000,0.000000,5,6.647500,5,50,1.480100,8.581700,65
001282500,0.000000,5,8.445200,5,50,0.540600,9.108300,56
001285000,0.000000,5,7.708700,5,50,0.751400,8.424800,58
001287500,0.000000,5,8.211200,5,50,0.965700,8.625200,60
001290000,0.000000,5,8.060900,5,50,1.043100,8.311300,60
001292500,0.000000,5,7.480800,5,50,0.913300,8.191800,59
001295000,0.742200,5,6.846300,5,58,0.973400,8.165500,60
001297500,0.000000,5,7.666500,5,50,0.782900,8.584500,58
001300000,0.000000,5,7.534400,5,50,0.912100,8.318600,59
001302500,0.000000,5,7.716100,5,50,0.926700,8.463800,60
001305000,0.000000,5,6.727000,5,50,0.877600,8.042900,59
001307500,0.738700,5,7.394400,5,58,1.538300,8.059900,66
001310000,0.000000,5,6.813000,5,50,0.661300,8.554200,56
001312500,0.849600,5,6.629200,5,58,1.507100,7.833200,65
001315000,0.000000,5,6.668700,5,50,0.891100,8.701500,59
001317500,0.000000,5,8.495200,5,50,0.788100,8.611100,58
001320000,0.000000,5,8.538600,5,50,0.773100,8.837900,58
001322500,1.620600,5,5.877700,5,66,1.839800,7.638600,68
001325000,0.000000,5,7.756600,5,50,0.620100,8.937000,56
001327500,0.692300,5,8.274500,5,57,0.812500,8.828300,58
001330000,0.762000,5,7.734900,5,58,1.343700,8.215000,64
001332500,0.000000,5,7.478000,5,50,0.701700,8.806600,57
001335000,0.000000,5,5.921100,5,50,1.140800,8.146400,62
001337500,0.000000,5,7.533500,5,50,1.340200,8.559700,64
001340000,0.000000,5,8.888600,5,50,0.625700,9.602800,56
001342500,0.000000,5,7.415000,5,50,1.142100,8.749400,62
001345000,0.000000,5,7.509000,5,50,0.953200,8.280000,60
001347500,0.000000,5,7.489900,5,50,0.985400,8.383500,60
001350000,0.861100,5,7.539200,5,58,0.951600,9.123700,60
001352500,0.856000,5,5.924600,5,58,1.591400,7.787900,66
001355000,0.696700,5,6.575900,5,57,1.254100,8.299600,62
001357500,0.000000,5,6.809000,5,50,1.694600,8.021000,67
001360000,0.000000,5,8.338600,5,50,0.607900,9.219900,56
001362500,0.000000,5,8.242800,5,50,0.938100,8.439900,60
001365000,0.786300,5,6.505200,5,58,1.312600,8.073900,63
001367500,0.767100,5,6.510900,5,58,1.019900,8.198400,60
001370000,0.000000,5,6.813600,5,50,1.075700,8.407800,61
001372500,0.000000,5,8.387700,5,50,0.981000,8.452900,60
001375000,0.806700,5,6.696900,5,58,1.670100,8.019200,66
001377500,0.000000,5,7.130400,5,50,1.133600,7.987500,62
001380000,0.000000,5,7.395300,5,50,0.442400,9.094100,54
001382500,0.000000,5,7.857200,5,50,0.471900,9.365800,54
001385000,0.000000,5,8.395800,5,50,0.849000,8.956200,58
001387500,0.000000,5,7.629300,5,50,0.599500,8.984400,56
001390000,0.000000,5,6.896100,5,50,0.824300,8.294400,58
001392500,0.000000,5,7.558800,5,50,1.097900,8.447900,61
001395000,0.000000,5,7.326300,5,50,0.971900,9.001400,60
001397500,0.000000,5,6.710300,5,50,1.169500,8.659400,62
001400000,0.000000,5,6.809500,5,50,0.866700,8.569500,58
001402500,0.000000,5,7.634900,5,50,0.899600,8.340200,59
001405000,0.000000,5,7.409500,5,50,0.393600,9.322700,54
001407500,0.000000,5,6.887700,5,50,0.833500,8.547600,58
001410000,0.000000,5,7.994200,5,50,0.438600,9.193300,54
001412500,0.000000,5,6.893600,5,50,0.587300,8.467700,56
001415000,0.851100,5,6.545800,5,58,1.624300,7.480000,66
001417500,0.000000,5,7.533000,5,50,0.478900,8.607400,55
001420000,0.717300,5,7.522200,5,57,0.885100,8.928300,59
001422500,0.000000,5,7.776400,5,50,0.918500,8.490700,59
001425000,0.000000,5,7.756300,5,50,1.090100,8.486500,61
001427500,0.000000,5,7.436100,5,50,0.884400,8.845100,59
001430000,0.860000,5,7.623400,5,58,1.047800,8.772600,60
001432500,0.000000,5,6.773800,5,50,1.069700,7.714100,60
001435000,0.000000,5,7.672500,5,50,0.768700,8.481000,58
001437500,0.000000,5,6.750200,5,50,0.571200,8.743800,56
001440000,0.000000,5,7.520400,5,50,1.210700,8.304900,62
001442500,0.000000,5,5.888700,5,50,1.161000,8.287800,62
001445000,0.000000,5,7.724800,5,50,0.627000,8.565500,56
001447500,0.000000,5,5.869400,5,50,0.787700,9.125800,58
001450000,0.000000,5,7.784000,5,50,1.052100,8.386500,60
001452500,0.000000,5,8.316100,5,50,0.719500,9.237100,57
001455000,0.758200,5,7.287800,5,58,1.386200,7.838300,64
001457500,0.000000,5,7.403200,5,50,0.678000,8.430300,57
001460000,0.000000,5,6.756400,5,50,1.073400,7.905300,60
001462500,0.000000,5,7.754000,5,50,0.923300,8.802100,59
001465000,0.000000,5,5.905600,5,50,1.524600,7.614100,65
001467500,0.000000,5,8.596400,5,50,0.876100,9.005700,59
001470000,0.000000,5,8.279300,5,50,0.667600,9.477400,56
001472500,0.000000,5,7.630600,5,50,0.665500,8.495100,56
001475000,0.000000,5,6.736500,5,50,1.059000,8.283900,60
001477500,0.000000,5,7.585700,5,50,1.322300,8.379200,63
001480000,0.722100,5,7.641800,5,57,1.129400,8.494000,62
001482500,0.000000,5,5.867600,5,50,1.062800,8.411300,60
001485000,0.000000,5,7.894000,5,50,1.082400,8.647300,61
001487500,0.000000,5,8.372400,5,50,0.504600,9.585200,55
001490000,0.000000,5,7.478500,5,50,0.576000,9.105500,56
001492500,0.862800,5,8.516500,5,58,1.070200,8.694600,60
001495000,0.000000,5,8.046000,5,50,1.309900,8.748900,63
001497500,0.782400,5,6.546100,5,58,1.409400,7.544400,64
001500000,0.000000,5,8.343400,5,50,0.904300,8.998400,59
001502500,0.000000,5,6.735600,5,50,1.114300,8.075000,61
001505000,0.000000,5,7.476600,5,50,0.626200,8.403400,56
001507500,0.877000,5,5.622300,5,59,1.744200,8.007900,68
001510000,0.000000,5,8.597100,5,50,0.531800,8.736600,56
001512500,0.706100,5,7.698200,5,57,0.805900,8.842000,58
001515000,0.000000,5,7.545800,5,50,0.996300,8.832900,60
001517500,0.000000,5,6.831700,5,50,0.918500,7.745800,59
001520000,0.000000,5,8.379000,5,50,0.679000,8.817800,57
001522500,0.000000,5,6.580100,5,50,0.829600,8.839300,58
001525000,0.000000,5,7.485000,5,50,1.323100,8.433700,63
001527500,0.000000,5,7.356900,5,50,0.736200,8.745400,58
001530000,0.000000,5,6.496600,5,50,0.830600,8.605700,58
001532500,0.000000,5,6.346700,5,50,1.387200,8.025500,64
001535000,0.000000,5,8.347100,5,50,0.786900,8.676000,58
001537500,0.776400,5,6.833900,5,58,0.993200,8.822700,60
001540000,0.695400,5,7.464500,5,57,1.194600,9.241000,62
001542500,0.923600,5,6.841000,5,59,1.143700,8.242700,62
001545000,0.000000,5,5.876200,5,50,1.173100,7.716600,62
001547500,0.694700,5,7.652400,5,57,0.902700,8.614500,59
001550000,0.000000,5,7.483800,5,50,0.773400,8.071500,58
001552500,0.000000,5,7.558600,5,50,0.733800,8.880900,58
001555000,0.000000,5,5.797800,5,50,1.408300,7.557100,64
001557500,0.000000,5,6.643900,5,50,1.473400,7.856600,64
001560000,0.000000,5,7.515500,5,50,1.144700,8.376100,62
001562500,0.730800,5,6.500000,5,58,1.225400,7.881200,62
001565000,0.000000,5,8.217400,5,50,0.808700,8.985100,58
001567500,0.000000,5,7.631900,5,50,0.728600,8.479200,58
001570000,0.000000,5,7.528900,5,50,0.835000,8.550600,58
001572500,0.708400,5,7.766800,5,57,1.088700,8.159500,61
001575000,0.000000,5,6.462000,5,50,0.741300,8.093400,58
001577500,0.000000,5,6.627300,5,50,0.360900,8.595700,54
001580000,0.000000,5,7.336900,5,50,1.104900,8.276200,61
001582500,0.000000,5,7.301800,5,50,1.055800,7.822600,60
001585000,0.000000,5,5.915600,5,50,1.655600,7.547700,66
001587500,0.000000,5,9.008900,5,50,0.714900,9.254900,57
001590000,0.000000,5,8.256900,5,50,0.745400,8.627500,58
001592500,0.757800,5,5.843000,5,58,1.217300,7.533000,62
001595000,0.000000,5,7.645300,5,50,0.698600,8.605100,57
001597500,0.000000,5,8.819400,5,50,0.871400,9.339700,58
001600000,0.794700,5,7.399400,5,58,1.158600,8.546900,62
001602500,0.000000,5,6.367000,5,50,1.254700,7.836500,62
001605000,0.000000,5,6.883800,5,50,0.637300,8.174600,56
001607500,1.427100,5,7.308700,5,64,1.580700,8.205500,66
001610000,0.000000,5,8.329000,5,50,0.707300,9.051300,57
001612500,0.000000,5,7.489300,5,50,0.805300,8.309700,58
001615000,0.000000,5,6.697800,5,50,0.882400,8.338500,59
001617500,0.737500,5,7.448900,5,58,1.451100,8.112500,64
001620000,0.000000,5,6.659300,5,50,1.855800,8.020400,68
001622500,0.000000,5,6.684200,5,50,0.930500,7.893500,60
001625000,0.839700,5,8.431600,5,58,0.984000,9.044600,60
001627500,0.000000,5,7.889400,5,50,1.049500,8.209900,60
001630000,0.000000,5,7.539000,5,50,1.194200,8.037900,62
001632500,0.000000,5,8.367400,5,50,0.804000,8.439900,58
001635000,0.834000,5,6.440200,5,58,1.320700,7.798000,63
001637500,0.758500,5,6.874100,5,58,0.964900,8.697300,60
001640000,0.000000,5,7.345800,5,50,0.802100,8.376700,58
001642500,0.841800,5,5.858400,5,58,1.161100,8.110200,62
001645000,0.801500,5,7.395400,5,58,1.014600,8.615200,60
001647500,0.000000,5,8.412500,5,50,0.779500,8.746600,58
001650000,0.000000,5,7.405200,5,50,0.744200,8.562300,58
001652500,0.000000,5,7.234800,5,50,0.716700,8.704800,57
001655000,0.000000,5,7.461500,5,50,0.822100,9.027900,58
001657500,0.694000,5,6.528300,5,57,1.059900,8.867400,60
001660000,0.000000,5,8.426800,5,50,0.537300,8.731700,56
001662500,0.000000,5,7.563800,5,50,0.640400,8.336300,56
001665000,0.000000,5,6.729700,5,50,0.857100,9.156000,58
001667500,0.000000,5,8.556200,5,50,0.565100,9.460000,56
001670000,0.693700,5,6.910900,5,57,1.112000,8.084100,61
001672500,0.876400,5,7.395300,5,59,1.064900,9.044200,60
001675000,0.000000,5,7.342400,5,50,0.712700,9.028100,57
001677500,0.000000,5,8.472700,5,50,0.590600,9.466400,56
001680000,0.751100,5,7.538900,5,58,1.132100,8.663600,62
001682500,0.782000,5,6.811700,5,58,0.944400,8.072700,60
001685000,0.000000,5,6.785400,5,50,1.027400,8.365400,60
001687500,0.694600,5,7.417200,5,57,1.299000,7.928300,63
001690000,0.000000,5,8.963800,5,50,0.790300,9.045400,58
001692500,0.737600,5,6.744000,5,58,1.328200,8.295900,64
001695000,0.000000,5,8.248900,5,50,0.607000,8.844800,56
001697500,0.000000,5,7.576100,5,50,0.870100,8.673900,58
001700000,0.775500,5,7.520000,5,58,0.957300,8.478300,60
001702500,0.858800,5,6.874300,5,58,1.117500,7.988200,61
001705000,0.000000,5,8.341700,5,50,0.629300,9.176800,56
001707500,0.000000,5,7.822700,5,50,0.936100,8.750200,60
001710000,0.000000,5,7.579600,5,50,1.308400,8.288800,63
001712500,0.000000,5,9.041900,5,50,1.274600,9.051300,62
001715000,0.000000,5,8.329800,5,50,0.359700,9.287000,54
001717500,0.000000,5,8.477200,5,50,0.451600,9.088800,54
001720000,0.000000,5,6.880000,5,50,0.782000,8.778500,58
001722500,0.000000,5,6.793500,5,50,1.280800,7.812300,63
001725000,0.000000,5,6.838600,5,50,0.585000,8.670600,56
001727500,0.000000,5,7.428300,5,50,0.886500,8.454200,59
001730000,0.000000,5,7.272300,5,50,1.242000,8.068000,62
001732500,0.000000,5,6.710500,5,50,0.860400,8.048800,58
001735000,0.000000,5,8.331800,5,50,1.124900,8.465900,61
001737500,0.717000,5,6.844600,5,57,1.022000,8.408100,60
001740000,0.693900,5,6.487900,5,57,1.018500,8.265000,60
001742500,0.000000,5,8.610300,5,50,0.570200,9.204600,56
001745000,0.000000,5,7.316200,5,50,0.775100,8.419200,58
001747500,0.000000,5,8.280500,5,50,1.032600,8.937800,60
001750000,0.000000,5,4.902100,5,49,1.044100,7.910600,60
001752500,0.899400,5,7.327200,5,59,1.041600,8.932800,60
001755000,0.000000,5,5.901400,5,50,1.363800,8.386700,64
001757500,0.000000,5,6.816700,5,50,0.969500,8.113200,60
001760000,0.911600,5,6.822400,5,59,1.154400,8.481000,62
001762500,0.000000,5,7.728500,5,50,0.679700,8.972000,57
001765000,0.000000,5,8.467700,5,50,0.661400,9.178400,56
001767500,0.000000,5,6.858500,5,50,0.625800,8.210100,56
001770000,0.867300,5,6.798300,5,58,1.605100,7.984700,66
001772500,0.746400,5,6.736300,5,58,1.618800,7.507700,66
001775000,0.715900,5,6.233700,5,57,1.285100,7.727600,63
001777500,0.000000,5,7.687900,5,50,0.912900,8.469000,59
001780000,0.000000,5,8.292800,5,50,0.912000,8.856300,59
001782500,0.000000,5,4.992700,5,50,1.170100,7.280400,62
001785000,0.000000,5,9.198600,5,50,0.633800,9.761000,56
001787500,0.000000,5,7.087800,5,50,0.494200,8.749500,55
001790000,0.000000,5,7.542000,5,50,0.889800,8.487100,59
001792500,0.000000,5,7.386100,5,50,0.411400,8.975700,54
001795000,0.000000,5,6.808300,5,50,0.980000,8.254800,60
001797500,0.795000,5,7.559900,5,58,0.914000,9.094300,59
001800000,0.000000,5,7.540300,5,50,0.779000,8.945100,58
001802500,0.000000,5,7.617500,5,50,0.876100,9.186700,59
001805000,0.000000,5,7.684800,5,50,0.859300,8.674800,58
001807500,0.000000,5,6.878600,5,50,0.840200,8.763000,58
001810000,0.000000,5,7.441300,5,50,1.028800,8.613600,60
001812500,0.000000,5,7.687400,5,50,1.003100,8.654900,60
001815000,0.000000,5,4.959000,5,50,1.611700,7.492100,66
001817500,0.731500,5,7.579900,5,58,1.112600,8.481400,61
001820000,0.000000,5,7.571500,5,50,0.725500,8.157600,58
001822500,0.000000,5,6.832200,5,50,0.959300,7.982700,60
001825000,0.000000,5,7.500400,5,50,1.529700,7.946600,66
001827500,0.000000,5,7.844300,5,50,0.918600,8.562700,59
001830000,0.811500,5,7.588500,5,58,1.064300,8.838600,60
001832500,0.766100,5,7.466500,5,58,1.285400,8.285800,63
001835000,0.000000,5,7.261100,5,50,1.075500,8.653900,61
001837500,0.000000,5,8.518900,5,50,0.384200,9.069600,54
001840000,0.827400,5,7.413000,5,58,1.155300,8.900200,62
001842500,0.713200,5,7.815400,5,57,0.878800,8.458000,59
001845000,0.000000,5,7.323000,5,50,0.728100,8.753800,58
001847500,0.000000,5,7.631500,5,50,1.083000,8.574300,61
001850000,0.772300,5,7.662500,5,58,0.882100,8.720900,59
001852500,0.000000,5,7.830100,5,50,0.714400,8.643600,57
001855000,0.000000,5,5.831000,5,50,0.970700,7.682800,60
001857500,0.000000,5,7.576400,5,50,0.868100,8.256800,58
001860000,0.000000,5,8.026300,5,50,0.779900,8.876900,58
001862500,0.000000,5,8.422900,5,50,0.953800,8.861400,60
001865000,0.000000,5,6.335700,5,50,0.836800,8.761600,58
001867500,0.000000,5,5.910100,5,50,1.214000,7.585400,62
001870000,0.000000,5,6.580800,5,50,1.045900,8.909700,60
001872500,0.823700,5,5.915400,5,58,1.895700,7.972900,69
001875000,0.000000,5,7.823100,5,50,0.976900,8.582100,60
001877500,0.000000,5,5.900600,5,50,1.164600,7.811200,62
001880000,0.000000,5,7.478600,5,50,0.897000,8.354800,59
001882500,0.000000,5,6.678000,5,50,0.708500,7.746600,57
001885000,0.000000,5,6.612000,5,50,1.442000,7.844100,64
001887500,0.761100,5,6.752900,5,58,1.397200,8.350000,64
001890000,1.539200,5,5.926500,5,66,1.698400,7.934900,67
001892500,0.000000,5,8.456800,5,50,0.869500,8.582700,58
001895000,0.691800,5,5.923400,5,57,1.138500,8.535700,62
001897500,0.000000,5,7.591100,5,50,0.611000,8.651000,56
001900000,0.000000,5,5.846300,5,50,0.716500,8.197800,57
001902500,0.000000,5,8.234200,5,50,0.773700,8.871900,58
001905000,0.000000,5,8.567000,5,50,0.670000,9.110000,56
001907500,0.000000,5,8.456500,5,50,0.761800,8.915100,58
001910000,0.000000,5,8.469200,5,50,1.165300,8.496100,62
001912500,0.000000,5,6.788400,5,50,0.384200,8.915200,54
001915000,0.000000,5,7.434300,5,50,0.971700,8.952900,60
001917500,0.000000,5,6.853200,5,50,1.051600,8.297900,60
001920000,0.000000,5,7.611600,5,50,0.853200,8.802700,58
001922500,0.000000,5,7.536000,5,50,1.123800,8.292600,61
001925000,0.000000,5,8.262000,5,50,0.796700,9.064100,58
001927500,0.730400,5,6.921000,5,58,1.085800,8.455800,61
001930000,0.000000,5,7.609400,5,50,0.634800,9.043900,56
001932500,0.000000,5,7.604500,5,50,0.793400,8.789100,58
001935000,0.833600,5,5.877500,5,58,1.403400,8.007900,64
001937500,0.000000,5,7.644500,5,50,1.120200,8.308000,61
001940000,0.000000,5,7.495600,5,50,1.066000,8.708200,60
001942500,0.000000,5,7.837500,5,50,0.914000,8.092700,59
001945000,0.000000,5,7.438200,5,50,0.650400,8.739900,56
001947500,0.000000,5,8.333700,5,50,1.068200,9.038900,60
001950000,0.000000,5,7.472400,5,50,1.063600,8.667400,60
001952500,0.000000,5,6.705500,5,50,0.750900,8.888000,58
001955000,0.000000,5,5.626300,5,50,1.256400,7.843200,62
001957500,0.000000,5,7.685600,5,50,0.712100,9.125000,57
001960000,0.801900,5,6.770700,5,58,0.994400,8.485300,60
001962500,0.809100,5,7.546500,5,58,1.038500,8.367900,60
001965000,0.000000,5,8.927300,5,50,0.509800,9.094100,55
001967500,0.000000,5,7.296700,5,50,1.154800,8.222000,62
001970000,0.000000,5,8.434800,5,50,0.902200,8.704700,59
001972500,0.000000,5,8.325200,5,50,0.833500,8.798700,58
001975000,0.000000,5,7.500200,5,50,0.831000,8.595000,58
001977500,0.000000,5,7.638400,5,50,1.518300,7.893000,65
001980000,0.000000,5,5.817200,5,50,1.100700,7.952300,61
001982500,0.922100,5,8.945100,5,59,1.083500,9.060000,61
001985000,0.000000,5,7.367900,5,50,0.727300,8.570500,58
001987500,0.743000,5,6.763000,5,58,1.031000,8.913700,60
001990000,0.000000,5,8.447500,5,50,0.814100,8.984800,58
001992500,0.767000,5,7.433400,5,58,1.152000,8.509200,62
001995000,0.863000,5,6.474500,5,58,1.382200,8.345000,64
001997500,0.000000,5,6.756200,5,50,1.131800,8.201600,62
002000000,0.803500,5,6.687100,5,58,1.005800,8.296600,60
002002500,0.000000,5,8.199500,5,50,1.356300,8.270300,64
002005000,0.000000,5,6.816300,5,50,1.074000,8.564900,60
002007500,0.000000,5,7.659900,5,50,0.560300,8.542300,56
002010000,0.000000,5,6.624900,5,50,1.155600,8.149800,62
002012500,0.000000,5,7.649000,5,50,0.772700,9.182300,58
002015000,0.811100,5,6.545200,5,58,1.169300,8.489800,62
002017500,0.000000,5,6.772300,5,50,1.043600,7.935800,60
002020000,0.000000,5,6.766200,5,50,0.933400,7.820400,60
002022500,0.000000,5,8.641200,5,50,0.968000,8.808400,60
002025000,0.000000,5,7.574100,5,50,0.957200,8.380200,60
002027500,0.000000,5,6.738000,5,50,1.190600,8.159600,62
002030000,0.788700,5,5.886700,5,58,1.274100,8.215800,62
002032500,0.723600,5,6.662600,5,57,1.687200,7.805000,67
002035000,0.752000,5,6.706100,5,58,1.230100,8.157000,62
002037500,0.822300,5,7.480200,5,58,1.519000,8.189200,65
002040000,0.000000,5,7.483900,5,50,1.074900,8.243800,60
002042500,0.000000,5,6.659900,5,50,1.351100,7.673400,64
002045000,0.000000,5,8.566100,5,50,0.831400,9.036000,58
002047500,0.000000,5,7.219400,5,50,0.324600,9.281700,53
002050000,0.000000,5,7.465100,5,50,0.627600,8.316400,56
002052500,0.000000,5,7.664400,5,50,1.519100,8.077100,65
002055000,0.000000,5,7.401400,5,50,0.928200,8.338600,60
002057500,0.850900,5,8.403300,5,58,1.171400,8.772100,62
002060000,0.000000,5,8.470100,5,50,0.852700,9.063900,58
002062500,0.000000,5,8.426100,5,50,1.044500,8.670300,60
002065000,0.953400,5,7.213000,5,60,1.239700,8.433200,62
002067500,0.892700,5,5.960900,5,59,1.550000,7.781500,66
002070000,0.000000,5,7.626900,5,50,0.675500,8.892000,57
002072500,0.708700,5,6.586500,5,57,0.865000,8.971000,58
002075000,0.000000,5,7.335300,5,50,1.232200,8.967400,62
002077500,0.000000,5,7.499800,5,50,1.139400,8.586600,62
002080000,0.000000,5,7.442400,5,50,0.633600,8.520000,56
002082500,0.776400,5,7.375500,5,58,1.198800,7.978400,62
002085000,0.000000,5,7.493400,5,50,0.747800,8.063900,58
002087500,0.000000,5,7.704800,5,50,0.726200,8.436700,58
002090000,0.000000,5,7.594800,5,50,0.571600,8.974100,56
002092500,0.000000,5,8.080500,5,50,1.488700,8.353600,65
002095000,0.000000,5,7.407200,5,50,0.928100,9.040400,60
002097500,0.000000,5,9.029200,5,50,0.803700,9.569400,58
002100000,0.757000,5,6.670600,5,58,1.004300,8.149200,60
002102500,0.000000,5,6.846800,5,50,1.376000,7.785400,64
002105000,0.000000,5,8.355700,5,50,0.492700,9.018300,55
002107500,0.000000,5,6.516500,5,50,0.843500,8.896600,58
002110000,0.000000,5,7.689900,5,50,1.104200,8.656200,61
002112500,0.000000,5,7.738100,5,50,1.121100,8.044500,61
002115000,0.000000,5,7.529000,5,50,1.105100,8.048700,61
002117500,0.000000,5,8.365100,5,50,0.764900,8.914800,58
002120000,0.000000,5,7.575000,5,50,1.096200,8.425600,61
002122500,0.000000,5,5.797900,5,50,1.444700,7.609700,64
002125000,0.000000,5,8.367400,5,50,0.593400,8.561000,56
002127500,0.000000,5,7.263200,5,50,1.055400,8.179900,60
002130000,0.781900,5,6.674900,5,58,1.403100,8.006000,64
002132500,0.000000,5,7.297700,5,50,0.992100,8.070400,60
002135000,0.000000,5,8.065600,5,50,1.088300,8.237900,61
002137500,0.763800,5,6.807400,5,58,1.296900,8.477700,63
002140000,0.000000,5,7.568600,5,50,0.305600,8.814700,53
002142500,0.000000,5,5.943300,5,50,1.311600,7.417200,63
002145000,0.000000,5,7.453500,5,50,0.589800,8.887700,56
002147500,0.000000,5,7.652800,5,50,0.669800,8.315400,56
002150000,0.000000,5,8.274600,5,50,0.326000,9.316800,54
002152500,0.000000,5,6.857300,5,50,0.922800,8.101100,59
002155000,0.000000,5,6.631600,5,50,0.907100,8.755600,59
002157500,0.000000,5,7.511000,5,50,0.823400,8.930100,58
002160000,0.000000,5,7.521100,5,50,0.640600,8.698200,56
002162500,0.000000,5,9.092300,5,50,0.739200,9.589400,58
002165000,0.000000,5,8.086400,5,50,1.001900,8.781700,60
002167500,0.786400,5,7.539600,5,58,0.990800,8.771400,60
002170000,0.000000,5,8.286800,5,50,1.227100,8.739100,62
